SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006
CE,14,F,0,510.4,582.7,559.8,607.8,660.0,G
CE,14,F,0,485.4,440.8,517.0,461.5,840.0,B
CE,14,F,0,586.9,584.1,623.9,720.2,580.0,D
MG,14,M,1,,,,,,E
MG,14,F,0,,,,,,E
MG,14,F,0,526.0,613.0,612.3,447.9,740.0,J
MG,14,M,1,416.4,541.3,519.0,614.4,640.0,C
MG,14,F,0,596.8,514.8,577.8,718.3,840.0,Q
MG,14,F,0,,,,,,N
CE,14,M,0,465.8,540.4,530.4,624.1,640.0,G
CE,14,F,1,442.9,386.0,469.5,520.8,0.0,A
MG,12,F,1,,,,,,B
MG,14,F,0,485.9,511.1,559.8,375.5,620.0,K
MG,14,F,1,429.0,377.3,494.0,479.9,580.0,E
MG,14,F,0,,517.1,567.3,,620.0,N
SC,14,F,1,533.9,519.0,571.0,625.9,560.0,Q
SC,14,F,0,437.7,536.5,589.4,561.1,640.0,H
SC,14,M,1,557.8,594.6,593.8,634.3,640.0,B
SC,13,F,0,414.2,489.7,527.7,508.5,380.0,P
SC,14,F,1,,486.2,521.7,,580.0,E
SC,1,F,0,,,,,,D
SC,14,F,0,508.8,536.2,558.9,576.7,640.0,N
SC,14,M,1,468.7,541.5,538.6,649.3,740.0,K
SC,14,F,0,529.9,545.6,554.2,526.3,580.0,D
RS,14,F,1,,535.7,595.6,,620.0,P
SC,14,F,0,332.9,475.4,540.2,536.4,340.0,H
RS,14,F,0,553.7,560.2,559.4,513.4,840.0,E
SC,14,F,1,404.0,421.2,441.9,437.4,640.0,E
RS,14,F,1,446.6,532.9,562.6,581.8,720.0,C
RS,13,F,0,419.6,504.9,483.1,534.3,540.0,G
RS,14,M,0,476.0,506.2,519.5,659.2,560.0,N
SC,13,F,0,473.2,544.8,568.3,543.6,760.0,N
SC,14,F,0,,,,,,D
GO,14,F,0,584.6,641.5,620.2,709.0,720.0,A
MT,14,F,1,,,,,,I
MT,14,F,1,,529.9,498.7,,600.0,H
GO,14,F,1,,,,,,I
MT,14,M,0,540.5,613.4,578.9,831.0,800.0,O
MT,14,F,1,361.9,409.8,502.1,457.9,440.0,K
GO,14,M,0,339.5,440.8,489.0,578.9,0.0,H
GO,14,F,0,525.8,599.8,573.7,679.5,500.0,H
MS,14,F,0,546.8,568.0,566.4,668.9,640.0,P
GO,14,F,1,470.0,515.6,539.2,548.2,600.0,C
MS,14,M,0,626.6,568.7,590.8,681.2,620.0,O
MS,14,F,0,483.0,337.3,528.4,472.7,520.0,G
MT,14,F,0,,511.3,534.0,,720.0,K
MT,14,M,0,454.0,473.2,517.8,554.8,560.0,F
GO,14,F,1,,,,,,C
GO,14,M,1,505.6,622.0,579.8,709.1,800.0,K
GO,14,M,1,,490.5,469.7,,600.0,E
GO,14,F,1,539.6,511.2,551.1,475.8,620.0,Q
MS,14,M,1,541.5,479.5,521.3,512.6,460.0,G
MT,7,F,0,442.6,469.8,549.9,467.9,600.0,I
GO,14,F,0,432.7,509.2,530.9,461.6,480.0,D
MS,14,F,1,469.3,534.8,570.7,550.0,0.0,F
MT,14,F,0,,538.0,561.7,,720.0,J
MS,13,F,1,,,,,,D
MS,14,F,0,379.2,416.6,517.7,414.3,420.0,D
MT,14,F,1,334.0,400.6,466.5,402.0,520.0,H
GO,14,F,0,,518.5,538.9,,780.0,N
GO,14,F,1,389.9,446.5,457.0,416.5,420.0,G
GO,14,F,0,391.6,589.8,571.4,528.2,700.0,C
RS,14,F,0,,624.1,622.1,,800.0,L
MS,14,M,1,651.5,640.9,621.6,752.6,940.0,I
MT,14,F,0,,,,,,O
GO,14,F,1,426.7,498.4,452.4,682.0,720.0,G
MT,14,F,0,,357.9,409.3,,280.0,E
MT,14,F,0,,385.3,513.2,,0.0,I
GO,14,F,0,374.7,461.2,480.0,607.5,620.0,H
MT,7,F,1,467.2,446.6,437.2,396.1,280.0,C
GO,13,M,0,,,,,,B
SP,14,M,0,397.0,375.9,521.5,472.0,800.0,Q
SP,8,M,0,533.9,517.8,540.6,457.0,720.0,F
SP,14,F,0,519.3,636.9,590.1,767.0,660.0,N
SP,14,F,0,,,,,,N
SP,13,F,0,372.9,417.3,469.2,360.8,400.0,D
SP,14,F,0,,503.9,457.0,,560.0,K
SP,14,F,1,371.2,376.7,492.0,464.9,320.0,I
SP,14,M,1,423.5,531.4,541.0,564.4,480.0,D
SP,14,F,1,589.4,645.8,586.7,732.7,920.0,M
SP,14,F,1,,364.4,387.6,,240.0,A
SP,14,M,0,,,,,,B
SP,14,F,0,,370.1,431.0,,600.0,C
SP,14,M,0,509.6,477.4,400.5,575.9,400.0,P
SP,14,F,0,565.4,613.2,589.6,725.2,580.0,P
SP,14,M,0,499.9,573.4,514.4,638.1,380.0,E
SP,14,F,0,,,,,,E
SP,14,M,1,453.8,367.5,386.6,471.6,480.0,N
SP,14,F,1,421.5,399.6,524.3,558.7,500.0,E
SP,14,M,0,,,,,,M
SP,14,M,0,629.9,552.9,561.2,668.3,540.0,E
SP,14,M,0,562.5,424.9,537.2,510.1,320.0,I
SP,14,F,0,385.9,514.1,567.0,646.6,520.0,G
PR,14,F,0,,472.4,535.7,,500.0,G
SP,14,F,0,,,,,,I
SP,12,M,0,479.2,513.3,541.5,575.8,560.0,B
PR,14,F,0,368.8,536.9,577.4,486.3,600.0,Q
SP,14,F,0,444.3,439.4,507.5,415.9,540.0,K
SP,14,F,0,393.8,527.3,506.7,610.3,480.0,L
SP,14,F,0,496.8,556.2,548.7,436.7,580.0,E
PR,8,M,0,557.6,574.3,585.1,611.4,480.0,E
PR,14,M,0,375.4,538.8,541.9,516.0,620.0,N
PR,14,M,0,514.9,527.6,563.4,638.7,540.0,J
SP,14,F,0,468.5,593.5,541.3,483.6,580.0,D
PR,14,F,0,460.5,531.2,543.6,488.5,600.0,C
PR,14,F,0,461.9,465.8,533.1,557.6,600.0,I
PR,14,M,0,463.7,544.7,550.0,513.8,560.0,G
PR,14,M,0,461.5,585.3,586.4,496.9,580.0,P
SP,14,F,0,592.0,528.5,541.7,462.7,520.0,H
PR,12,F,0,356.3,392.3,409.9,435.7,320.0,C
PR,14,M,0,,497.1,542.9,,560.0,Q
PR,14,F,0,,,,,,Q
SP,14,M,0,566.7,581.5,585.9,594.5,580.0,L
PI,14,F,0,387.7,524.0,486.4,463.7,340.0,D
PI,14,F,0,586.5,612.4,583.4,582.3,660.0,J
CE,14,F,0,433.2,458.2,448.3,432.3,640.0,F
PI,14,M,0,,,,,,B
CE,14,M,0,436.2,453.3,484.8,466.2,720.0,D
PI,14,F,0,423.6,511.7,550.5,490.3,380.0,I
CE,14,M,1,457.2,468.3,437.0,522.6,440.0,C
CE,14,M,1,506.0,381.9,521.0,423.4,580.0,B
BA,14,F,1,403.1,499.3,548.9,445.3,600.0,E
PI,14,F,1,454.9,519.6,546.3,515.5,620.0,C
CE,14,F,1,436.3,351.6,484.7,422.7,600.0,B
PI,14,F,0,,,,,,J
PI,14,F,1,400.9,464.3,375.9,499.5,0.0,B
PI,14,F,1,419.7,482.4,488.9,424.4,500.0,B
CE,14,M,0,424.0,606.8,556.0,782.0,860.0,Q
PI,14,M,0,468.6,415.3,520.5,460.8,360.0,G
CE,14,M,0,569.9,403.6,549.8,436.4,620.0,J
CE,14,F,0,459.6,624.7,608.2,603.2,700.0,K
CE,13,M,0,371.1,454.5,515.6,500.9,560.0,G
TO,14,F,1,,,,,,B
CE,14,F,1,560.2,565.1,572.9,569.5,660.0,H
CE,14,M,1,479.5,576.3,569.8,614.4,620.0,B
CE,14,F,0,512.9,600.0,594.9,399.8,720.0,H
PI,14,F,1,362.2,478.8,440.4,410.7,540.0,C
CE,14,F,0,567.7,608.1,587.8,499.9,840.0,F
CE,8,M,0,369.6,434.0,470.3,429.6,500.0,B
PI,14,M,1,357.2,351.7,392.1,543.1,300.0,C
PI,14,F,0,516.6,534.4,510.5,481.1,600.0,E
CE,14,M,0,459.8,488.0,487.4,683.3,640.0,E
PI,14,M,1,416.9,381.0,466.4,501.3,280.0,B
PI,14,F,0,473.7,502.8,530.2,459.7,0.0,D
PI,13,F,0,391.3,603.8,585.8,757.0,600.0,G
PI,14,F,0,438.9,430.8,482.9,474.8,480.0,A
CE,8,F,0,448.2,530.8,548.8,548.6,580.0,C
CE,14,F,0,472.9,529.3,566.6,629.0,520.0,M
MA,14,M,1,394.2,0.0,0.0,396.0,380.0,H
PI,14,F,0,486.1,481.2,558.7,572.7,0.0,C
PI,14,F,1,509.7,481.3,516.4,493.9,700.0,O
PI,14,F,0,443.0,555.8,566.7,461.0,0.0,B
PI,14,M,1,489.0,431.2,465.8,522.8,640.0,F
PI,14,F,1,339.7,418.1,452.4,620.1,500.0,B
CE,14,F,0,445.4,445.1,518.7,498.7,600.0,F
MA,14,F,0,445.0,609.4,581.1,506.4,780.0,H
PI,12,F,1,461.7,568.9,530.8,466.7,760.0,A
PI,14,F,0,,349.5,358.1,,320.0,B
PI,14,F,1,396.0,491.4,477.1,440.5,420.0,B
TO,14,M,0,,,,,,Q
RO,14,F,0,389.0,535.9,560.1,554.4,280.0,P
AM,14,M,0,407.0,408.3,345.7,442.4,280.0,N
RO,14,F,0,439.4,505.3,557.3,433.2,520.0,E
RR,13,F,0,,,,,,J
AM,14,F,1,381.2,438.8,470.1,388.4,240.0,C
AP,14,M,0,,423.5,333.4,,0.0,A
AM,14,F,1,395.6,401.2,467.6,441.9,280.0,E
RO,14,F,0,488.6,538.7,557.1,542.5,540.0,J
RO,14,F,0,443.5,467.9,503.2,445.1,600.0,I
MA,14,M,0,476.5,457.1,474.9,500.3,300.0,B
MA,14,M,1,444.6,405.2,450.8,463.3,460.0,B
AC,14,F,0,564.7,597.6,575.5,496.2,860.0,O
MA,14,M,0,427.8,406.0,386.4,504.7,0.0,B
MA,14,M,1,499.4,489.6,505.9,466.5,540.0,C
AC,14,F,0,402.6,404.5,409.7,403.5,580.0,H
AP,14,F,1,410.5,345.6,489.0,478.1,700.0,I
TO,14,M,1,539.8,331.1,447.4,517.1,800.0,J
AC,14,F,1,484.6,484.9,538.8,550.6,620.0,I
AM,14,F,0,,572.2,567.8,,640.0,G
MA,14,F,1,442.9,546.8,555.9,431.8,760.0,G
RO,14,F,1,552.3,552.0,572.8,631.6,620.0,G
RO,14,M,0,372.8,451.9,516.9,517.9,400.0,N
AM,3,F,0,415.0,485.8,545.5,410.0,500.0,B
AM,14,M,0,360.2,456.6,489.1,483.7,620.0,N
AP,14,M,0,,482.7,522.5,,0.0,G
TO,14,F,1,,509.9,474.1,,760.0,F
AC,14,M,0,373.9,425.8,397.4,397.0,400.0,E
MA,14,F,1,,,,,,Q
MA,13,F,0,,,,,,B
RO,14,F,0,393.7,548.0,493.7,446.1,600.0,K
AC,14,F,1,510.0,491.4,558.9,636.6,700.0,I
AP,13,M,0,377.8,390.5,407.4,420.5,520.0,A
AC,14,F,1,451.6,437.5,501.6,432.5,480.0,B
AM,14,F,0,432.3,552.0,534.6,410.4,460.0,H
TO,14,F,1,442.6,377.7,475.2,407.7,460.0,G
TO,14,F,1,394.9,461.4,526.4,443.8,320.0,F
AC,12,F,1,337.6,431.7,458.7,494.3,560.0,E
AM,14,F,1,557.4,562.6,541.0,647.8,520.0,Q
AM,14,F,1,,646.9,604.5,,940.0,C
RO,14,M,1,419.3,541.3,553.0,481.6,660.0,G
GO,14,F,1,466.0,416.3,549.7,480.9,500.0,C
GO,14,F,0,442.7,515.7,558.0,619.7,660.0,E
GO,14,F,0,433.8,320.2,511.9,435.5,540.0,D
MA,14,F,1,541.5,511.2,496.3,452.5,560.0,D
DF,14,M,0,565.4,593.2,570.1,619.1,640.0,G
MA,14,F,0,,,,,,C
GO,14,F,0,,483.8,498.9,,580.0,E
MA,14,F,1,,451.2,409.4,,500.0,B
MA,14,F,0,,,,,,B
MA,14,F,1,,,,,,D
MA,14,F,1,425.0,462.0,479.5,497.4,680.0,B
DF,14,F,0,,539.4,578.3,,360.0,O
MA,14,F,0,485.8,561.0,565.5,705.2,680.0,I
MA,14,M,1,338.0,483.5,440.9,434.3,0.0,A
GO,14,M,1,,557.6,435.2,,500.0,E
GO,14,M,0,,0.0,0.0,,620.0,G
GO,14,F,0,,,,,,O
DF,14,F,1,488.2,583.7,552.7,604.5,660.0,B
MA,14,M,1,461.0,511.4,452.5,530.9,520.0,B
GO,14,F,0,537.7,589.1,539.9,415.6,640.0,F
GO,14,F,0,,,,,,I
DF,14,M,1,627.4,609.3,557.4,686.9,700.0,H
DF,14,M,0,399.0,385.3,516.2,474.2,480.0,L
MA,14,F,0,470.0,416.5,523.8,530.8,380.0,B
MA,14,F,0,419.6,466.5,438.4,461.4,400.0,B
MA,14,F,1,,,,,,G
MA,14,F,1,,547.8,534.6,,520.0,D
MA,14,F,1,435.9,384.8,376.5,383.5,380.0,B
GO,14,F,0,548.1,560.5,551.4,626.7,420.0,H
GO,14,M,0,,,,,,O
GO,12,M,0,414.1,420.8,484.4,531.1,420.0,B
MA,14,F,0,384.5,463.7,374.6,369.2,300.0,B
GO,14,F,0,534.8,584.5,591.6,649.9,620.0,D
MA,14,F,0,430.3,375.1,385.9,402.7,400.0,B
MA,14,M,1,434.2,498.7,581.0,585.1,500.0,B
MA,14,M,0,439.1,523.8,442.2,397.2,620.0,D
MA,14,F,0,380.9,419.0,460.9,487.4,280.0,C
DF,14,M,1,534.0,568.1,595.3,670.4,800.0,Q
MA,14,M,0,,,,,,A
MA,14,M,1,590.6,596.6,581.6,585.6,660.0,C
MA,14,F,0,516.4,588.4,577.3,401.9,620.0,G
GO,14,M,1,515.8,521.1,552.0,402.4,340.0,D
DF,14,M,0,346.8,622.2,566.6,447.0,720.0,L
MA,14,F,1,415.8,456.8,495.8,362.8,460.0,B
MA,14,M,0,440.8,420.7,403.8,387.6,320.0,F
MA,14,M,1,546.9,476.9,485.4,668.9,560.0,P
MA,14,M,0,469.7,347.1,531.0,408.1,620.0,Q
DF,14,M,0,391.5,531.5,403.8,386.4,460.0,D
GO,14,F,0,513.0,557.8,550.8,609.9,760.0,O
SP,14,M,0,577.6,634.1,592.6,775.3,680.0,B
SP,14,M,0,514.6,576.4,583.0,689.4,700.0,P
SP,14,M,0,536.6,608.1,573.9,609.1,600.0,N
SP,14,F,0,434.7,548.6,561.0,763.6,820.0,F
SP,14,F,0,415.5,500.4,557.4,547.6,340.0,I
MG,14,F,0,544.0,521.5,533.6,664.5,960.0,E
SP,14,M,0,,,,,,C
SP,14,F,1,,,,,,B
SP,14,F,0,538.2,556.2,583.5,558.7,640.0,I
MG,12,M,0,352.3,384.7,403.1,404.9,500.0,B
MG,14,F,0,513.1,550.6,545.1,450.9,760.0,I
MG,14,F,0,536.8,590.4,561.9,704.0,580.0,G
BA,14,F,0,459.1,532.0,538.9,463.7,480.0,D
MG,14,F,0,536.2,,,585.6,,A
BA,14,F,1,539.4,581.2,576.1,625.5,620.0,H
BA,14,F,1,489.1,540.3,540.2,497.2,660.0,E
BA,14,F,1,423.0,480.8,509.1,411.2,560.0,H
BA,14,F,1,374.9,465.2,416.4,493.7,0.0,C
BA,14,F,1,370.0,472.8,527.0,393.6,380.0,B
BA,14,F,1,403.9,348.1,358.0,490.5,440.0,B
BA,14,F,1,434.4,531.2,513.1,539.1,700.0,J
BA,14,F,0,525.9,555.6,562.7,519.2,340.0,O
BA,14,F,0,497.1,529.8,516.1,404.8,620.0,L
BA,14,F,0,430.3,519.6,562.8,505.0,620.0,L
MG,14,F,0,411.1,398.9,474.5,542.1,480.0,G
BA,14,F,1,376.3,387.4,459.6,478.0,480.0,D
BA,14,F,0,391.1,413.4,540.5,631.3,320.0,G
BA,14,M,0,439.8,414.9,340.4,404.7,0.0,C
BA,14,F,0,,483.0,556.4,,640.0,Q
BA,14,M,1,,462.1,531.5,,800.0,D
MG,14,M,1,463.8,450.7,483.1,571.2,540.0,H
BA,14,M,1,415.0,507.6,525.3,555.4,480.0,H
BA,14,M,1,405.9,434.7,419.6,411.8,280.0,A
BA,14,F,0,488.3,353.7,434.7,432.6,680.0,H
MG,14,F,0,425.6,463.8,532.4,630.9,620.0,H
MG,14,F,0,413.7,523.5,538.7,507.7,380.0,I
PE,14,F,0,526.2,571.9,599.7,597.5,560.0,C
PB,14,F,1,557.6,591.6,597.7,639.0,600.0,D
PB,14,F,1,515.8,587.5,565.2,664.5,700.0,F
PB,14,F,1,505.5,542.2,542.2,585.7,500.0,I
PB,14,F,1,391.4,337.3,449.6,374.6,400.0,B
PB,14,M,1,365.6,500.2,563.8,518.2,680.0,G
PB,14,M,1,565.8,610.2,552.2,671.0,660.0,I
PB,13,M,0,491.9,501.1,579.7,607.4,540.0,C
PB,14,F,0,406.4,423.7,492.5,538.7,540.0,C
PE,14,F,0,,500.4,542.9,,760.0,G
PE,14,M,1,458.0,494.9,554.9,619.5,380.0,B
PE,14,F,1,579.8,621.5,567.9,597.4,800.0,I
PB,14,M,1,544.5,420.2,532.1,642.6,280.0,Q
PE,14,F,0,487.4,590.1,564.7,668.0,600.0,E
PE,14,M,0,523.3,430.4,416.2,412.9,360.0,C
PE,14,F,1,542.6,513.1,502.7,486.8,720.0,C
PB,12,M,0,365.4,364.5,422.4,492.3,360.0,A
PB,14,M,0,,,,,,Q
PI,14,M,0,445.6,549.7,520.7,569.7,700.0,N
RN,8,M,0,443.7,480.9,532.4,495.9,600.0,B
PB,14,M,1,448.6,483.3,447.1,462.9,640.0,I
PE,13,M,0,466.8,389.2,401.5,462.1,220.0,C
PE,14,M,1,547.5,550.6,544.7,590.8,500.0,B
RN,14,M,0,528.2,613.3,571.8,718.7,660.0,J
PE,14,F,1,,,,,,B
PB,11,F,0,426.9,405.3,385.8,393.5,400.0,C
PB,14,F,1,382.6,506.5,556.8,403.4,720.0,E
PB,14,F,0,512.0,578.6,583.3,678.5,940.0,Q
PB,14,F,1,390.4,497.6,492.1,408.4,640.0,B
PB,14,F,1,521.0,529.4,525.5,594.7,700.0,H
PE,14,M,1,535.3,460.2,513.0,531.4,440.0,C
PE,14,F,0,369.6,614.9,616.9,656.1,880.0,Q
PE,13,F,0,406.4,387.4,410.0,577.4,0.0,B
PE,14,M,1,,,,,,D
PB,13,M,0,507.5,575.6,579.6,604.1,420.0,D
PE,14,F,1,536.2,605.4,578.2,605.6,560.0,E
PB,14,F,0,444.3,373.2,397.7,484.1,560.0,C
PB,14,F,1,553.4,440.4,375.9,510.1,720.0,P
PB,14,F,1,513.3,559.0,540.9,466.8,480.0,B
PB,14,F,1,456.3,524.9,552.3,570.0,520.0,J
BA,14,F,0,545.6,554.3,583.0,514.4,540.0,F
PE,14,F,0,462.2,,,533.9,,O
PB,14,F,0,649.8,647.4,633.6,719.2,700.0,N
PB,14,F,0,490.8,421.2,373.9,575.5,440.0,C
PB,14,F,1,458.3,376.0,519.0,507.8,720.0,C
RN,14,M,0,462.2,537.9,544.2,660.5,540.0,H
PB,2,F,0,434.1,579.1,515.0,500.6,900.0,F
PB,14,F,1,349.0,430.6,458.3,487.7,300.0,E
PB,14,F,0,450.2,412.6,425.3,529.4,340.0,E
PE,14,F,0,407.9,337.6,472.1,524.4,0.0,A
PB,14,F,1,444.5,468.2,534.3,587.7,480.0,D
PB,14,F,1,450.8,505.5,528.6,491.0,620.0,B
PB,14,M,1,621.6,683.0,658.3,871.6,960.0,D
PE,14,F,1,526.5,532.4,532.2,614.7,540.0,D
PE,14,F,1,405.9,412.1,466.4,405.5,520.0,B
PB,14,F,0,416.1,536.4,532.0,511.5,580.0,A
PB,14,F,1,588.9,598.7,605.6,649.9,740.0,N
PB,14,M,0,453.8,508.5,499.0,585.5,600.0,H
PB,14,F,1,389.0,449.1,460.9,509.4,460.0,B
PE,14,F,1,488.4,500.4,548.5,480.5,780.0,C
PE,14,M,0,570.2,617.8,609.3,580.0,760.0,E
PE,14,F,1,382.5,467.2,514.7,555.6,600.0,H
PE,14,M,1,388.4,559.4,533.5,461.3,760.0,B
PE,14,F,1,521.7,429.0,467.9,629.3,640.0,O
PB,14,M,1,542.0,593.3,543.2,701.5,700.0,Q
PB,14,M,1,399.8,527.4,546.5,623.2,520.0,C
PB,13,F,0,345.5,406.8,443.0,433.8,0.0,A
BA,14,F,0,,468.5,450.2,,520.0,A
SE,14,F,1,449.2,544.4,574.1,647.1,640.0,P
BA,14,F,0,,315.9,571.6,,0.0,Q
BA,14,M,0,,445.7,449.3,,0.0,B
BA,14,F,1,497.5,552.5,505.4,529.2,700.0,G
AL,14,F,0,494.6,536.2,536.6,553.5,480.0,J
BA,14,F,1,583.7,619.6,582.3,677.9,560.0,G
SE,14,F,0,366.0,377.5,359.7,426.8,600.0,C
SE,14,M,1,515.4,581.3,554.7,468.7,640.0,J
SE,14,M,0,455.1,489.7,473.4,433.2,400.0,H
SE,13,M,0,497.9,382.3,481.2,381.6,320.0,B
SE,14,F,1,480.8,543.1,578.7,523.7,460.0,C
SE,14,F,0,,,,,,A
SE,14,F,0,385.5,395.3,469.2,479.1,500.0,H
SE,14,M,0,582.9,675.0,589.5,800.5,880.0,H
SE,14,F,0,537.1,603.7,566.3,554.8,640.0,H
SE,14,F,1,386.5,345.6,435.4,450.5,580.0,B
BA,14,M,1,509.8,504.6,509.3,550.6,540.0,C
SE,14,F,1,567.3,566.2,595.2,649.3,680.0,M
SE,14,F,0,535.3,501.1,573.1,567.0,620.0,C
BA,14,F,0,517.2,365.1,510.6,489.5,0.0,C
BA,14,M,0,380.8,448.2,537.6,629.8,600.0,P
SE,14,M,0,598.6,602.0,590.3,749.7,680.0,E
BA,14,F,1,457.0,567.1,548.5,602.8,580.0,C
SE,14,F,1,374.6,363.9,436.6,365.7,320.0,A
SE,14,F,1,494.5,476.4,528.0,592.4,580.0,B
BA,14,F,0,401.1,422.2,498.7,391.9,0.0,B
BA,14,F,0,514.6,583.2,561.9,539.2,640.0,J
BA,14,M,1,477.1,596.4,560.6,700.7,580.0,G
BA,14,F,0,474.3,489.7,503.2,583.4,640.0,E
SE,14,M,1,561.7,579.4,609.2,620.2,0.0,N
SE,14,F,1,440.8,427.3,512.9,399.4,480.0,B
SE,14,F,0,579.7,608.8,620.1,570.7,760.0,F
BA,14,F,1,496.1,611.3,546.1,633.1,300.0,B
BA,14,F,1,445.2,393.0,472.3,588.8,560.0,J
SE,14,M,0,393.4,445.0,368.6,410.1,600.0,E
BA,11,M,1,540.9,549.7,484.7,601.3,460.0,D
BA,3,M,0,580.9,647.3,599.6,583.6,600.0,C
SE,14,F,0,503.3,,,637.8,,I
SE,14,F,0,358.1,465.2,530.2,402.1,500.0,C
BA,14,F,0,545.5,507.3,539.1,525.0,780.0,F
SE,14,F,1,428.5,552.3,538.0,529.6,720.0,B
BA,14,F,1,505.6,418.2,510.8,539.0,520.0,F
BA,14,F,1,440.3,410.8,486.3,528.0,0.0,A
BA,14,F,1,399.0,438.9,530.0,466.4,600.0,B
PR,14,F,0,404.4,512.1,535.8,515.0,360.0,P
SP,14,F,1,,,,,,K
SP,14,F,0,,572.6,554.4,,280.0,C
SP,14,M,0,402.6,562.2,578.1,717.3,560.0,G
SP,14,F,0,383.3,425.9,539.5,459.4,560.0,M
SP,14,M,1,538.4,487.3,539.9,646.2,600.0,K
SP,14,F,0,362.2,391.6,456.3,458.2,400.0,H
SP,14,F,0,548.1,351.0,496.2,544.7,560.0,H
PR,14,F,0,,,,,,G
SP,14,F,1,492.4,476.8,476.8,404.0,440.0,D
SP,14,F,0,433.7,421.5,456.4,477.5,200.0,E
SP,14,F,0,,,,,,I
SP,14,M,0,554.5,599.0,592.3,608.8,780.0,M
SP,14,F,0,581.2,568.9,609.0,654.6,580.0,F
SP,14,F,0,416.8,464.5,414.4,361.0,500.0,C
PR,14,M,0,477.3,553.6,575.0,569.9,580.0,C
PR,7,M,0,558.6,513.4,553.0,617.9,560.0,E
SP,14,F,1,615.8,683.5,634.3,809.1,820.0,Q
SP,14,F,0,408.0,497.4,542.5,572.8,720.0,I
SP,14,F,0,401.0,380.8,478.7,484.0,480.0,H
SP,14,F,0,432.5,476.7,565.4,618.1,820.0,I
SP,14,M,1,573.9,603.7,563.5,586.0,640.0,Q
SP,14,F,0,,,,,,E
PR,14,F,1,572.7,591.1,592.9,650.4,720.0,M
MG,14,F,1,406.1,515.5,517.8,440.7,420.0,D
MG,14,M,1,512.5,555.5,522.9,632.5,580.0,N
MG,14,F,0,495.0,600.6,583.0,683.2,660.0,J
MG,14,M,0,380.9,461.3,456.8,436.4,340.0,G
MG,13,F,0,386.5,324.8,433.4,576.1,520.0,F
MG,14,F,0,457.7,479.4,533.3,503.9,620.0,F
MG,14,F,0,461.3,572.2,559.3,495.8,560.0,B
RJ,14,M,0,542.6,539.3,532.5,638.8,600.0,P
MG,14,F,1,522.7,404.3,431.8,514.5,400.0,P
ES,14,F,1,413.3,479.6,499.9,470.6,600.0,C
MG,14,F,0,452.6,434.3,473.8,431.8,340.0,B
ES,14,M,1,550.6,627.6,555.3,790.9,740.0,Q
RJ,14,F,1,,463.6,504.2,,480.0,J
MG,14,F,0,,,,,,Q
MG,14,M,0,,,,,,C
MG,14,F,0,488.3,584.2,588.0,709.4,760.0,K
MG,14,F,0,487.0,510.7,569.2,566.5,580.0,D
ES,14,F,0,,,,,,B
MG,14,F,0,444.2,445.6,552.6,512.5,440.0,C
MG,14,F,0,495.0,426.9,511.1,487.7,620.0,I
MG,14,F,0,455.3,542.4,550.4,468.2,660.0,J
MG,14,F,1,,379.1,501.4,,640.0,B
MG,6,F,0,554.1,590.8,577.0,654.6,880.0,F
RJ,14,M,1,545.8,579.5,556.5,671.2,560.0,I
RJ,14,F,1,522.4,522.7,517.8,593.3,420.0,G
SP,14,F,0,,501.4,559.6,,560.0,N
RJ,13,F,0,426.4,502.5,545.1,558.7,600.0,H
RJ,14,F,0,486.5,512.5,568.9,515.1,560.0,G
RJ,14,F,1,,347.7,395.3,,680.0,J
RJ,14,F,0,,,,,,J
RJ,14,F,0,,,,,,B
SP,14,M,0,470.1,473.0,533.7,656.0,440.0,L
RJ,14,F,1,422.8,406.9,536.3,489.5,580.0,D
RJ,14,M,0,,576.0,566.9,,780.0,Q
SP,14,F,1,,587.4,611.3,,720.0,N
RJ,13,F,1,,,,,,G
RJ,14,F,1,552.5,529.3,521.5,449.0,620.0,G
RJ,14,F,0,,,,,,E
RJ,14,F,1,449.3,502.5,554.1,465.2,600.0,H
RJ,14,M,0,472.8,628.6,578.1,623.5,460.0,Q
RJ,14,F,0,,,,,,E
RJ,6,F,1,572.5,611.7,573.5,550.9,680.0,H
RJ,14,M,0,,478.4,500.0,,520.0,B
RJ,14,M,0,,,,,,J
SP,14,F,0,,493.8,549.6,,580.0,B
SP,14,M,0,393.6,546.3,547.4,528.5,720.0,C
SP,14,F,0,451.1,568.6,588.3,644.5,600.0,I
SP,14,F,1,417.3,421.0,503.6,413.0,460.0,C
SP,14,F,0,385.1,439.9,484.6,521.4,300.0,C
SP,13,M,0,466.4,418.9,415.9,521.6,360.0,C
SP,14,F,1,,,,,,Q
SP,14,F,0,458.9,546.4,548.2,395.6,560.0,C
SP,14,F,0,587.3,585.2,597.5,651.0,560.0,I
SP,13,M,0,465.2,418.9,419.6,428.8,560.0,C
SP,13,F,0,553.6,559.3,575.0,704.4,620.0,D
SP,14,F,0,367.0,443.7,512.4,427.8,300.0,B
SP,14,F,0,543.7,645.0,598.7,602.3,580.0,G
SP,3,M,0,,,,,,C
CE,14,F,1,514.1,596.0,572.7,540.9,620.0,D
CE,14,F,0,383.0,506.6,514.8,407.7,440.0,C
PE,14,F,1,463.5,594.4,576.4,407.4,720.0,F
